loss,mae,val_loss,val_mae,learning_rate
0.012721761129796505,0.06137313321232796,0.0021898094564676285,0.036565378308296204,0.0010000000474974513
0.0015963113401085138,0.02719157561659813,0.0008872727630659938,0.022640036419034004,0.0010000000474974513
0.0012155452277511358,0.02369759790599346,0.0008258144953288138,0.021309008821845055,0.0010000000474974513
0.0011474934872239828,0.02240803837776184,0.0009428019402548671,0.023100394755601883,0.0010000000474974513
0.0009242207161150873,0.020386632531881332,0.002398059004917741,0.042834557592868805,0.0010000000474974513
0.0008108339388854802,0.019237976521253586,0.0010547263082116842,0.024928729981184006,0.0010000000474974513
0.0007663777796551585,0.01871585100889206,0.0007253956282511353,0.0236176997423172,0.0010000000474974513
0.000757638830691576,0.018528271466493607,0.000570065516512841,0.01744498312473297,0.0010000000474974513
0.0006489593652077019,0.01717945747077465,0.00031595511245541275,0.012620319612324238,0.0010000000474974513
0.0006369713228195906,0.017072457820177078,0.00022629048908129334,0.010064392350614071,0.0010000000474974513
0.0005962217110209167,0.016772570088505745,0.0002242444024886936,0.009828835725784302,0.0010000000474974513
0.0005776357720606029,0.016249066218733788,0.002467432292178273,0.04671543091535568,0.0010000000474974513
0.0005804102402180433,0.016101045534014702,0.0002173944521928206,0.009681027382612228,0.0010000000474974513
0.0005671983817592263,0.01617283560335636,0.0002904064313042909,0.012452000752091408,0.0010000000474974513
0.00043886539060622454,0.01404597982764244,0.00028574492898769677,0.010043421760201454,0.0005000000237487257
0.0004045382374897599,0.013672474771738052,0.0005281708436086774,0.019525356590747833,0.0005000000237487257
0.0004029246047139168,0.01349040400236845,0.0005227955407463014,0.018721800297498703,0.0005000000237487257
0.00043970232945866883,0.013876332901418209,0.00014224025653675199,0.00783136673271656,0.0005000000237487257
0.00041369147947989404,0.01357260625809431,0.00012658772175200284,0.006859415676444769,0.0005000000237487257
0.00035539231612347066,0.012605635449290276,0.00014415811165235937,0.007823669351637363,0.0005000000237487257
0.00040372784133069217,0.013156438246369362,0.00015342302503995597,0.008280031383037567,0.0005000000237487257
0.0003755716315936297,0.012617092579603195,0.00031158362980932,0.013566553592681885,0.0005000000237487257
0.0003771487972699106,0.012730112299323082,0.0002763924130704254,0.011938327923417091,0.0005000000237487257
0.0003127571544609964,0.011494728736579418,0.0001322416792390868,0.007087809033691883,0.0002500000118743628
0.0003072960244026035,0.011435814201831818,0.00014225445920601487,0.007678379770368338,0.0002500000118743628
0.00030649558175355196,0.011466150172054768,0.00018448483024258167,0.009624345228075981,0.0002500000118743628
0.0003305556019768119,0.0116788474842906,0.00013189451419748366,0.007535885088145733,0.0002500000118743628
0.0002991368528455496,0.011117826215922832,0.0002452939806971699,0.011157368309795856,0.0002500000118743628
0.0002705544757191092,0.010653260163962841,0.0001281158474739641,0.006747571751475334,0.0001250000059371814
0.0002837552747223526,0.010791567154228687,0.00013553256576415151,0.00692820455878973,0.0001250000059371814
0.0002767803380265832,0.010662201792001724,0.0001015255693346262,0.006348165683448315,0.0001250000059371814
0.00027546973433345556,0.010557575151324272,0.00010983673564624041,0.006429578643292189,0.0001250000059371814
0.0002588371280580759,0.010362502187490463,0.00012120600149501115,0.006575999315828085,0.0001250000059371814
0.0002412258618278429,0.009967333637177944,0.0001203911961056292,0.006636311765760183,6.25000029685907e-05
0.0002473619533702731,0.010080059990286827,0.00010714910604292527,0.006473032757639885,6.25000029685907e-05
0.0002538933767937124,0.010114306584000587,0.00013923199730925262,0.007803264539688826,6.25000029685907e-05
0.00023895333288237453,0.009908176027238369,0.00011291429837001488,0.006700396072119474,6.25000029685907e-05
0.0002434936468489468,0.009880105964839458,0.00012287763820495456,0.006680673453956842,6.25000029685907e-05
0.0002466697769705206,0.00981551967561245,0.00011376113252481446,0.006580098997801542,3.125000148429535e-05
0.0002377485070610419,0.00972505658864975,0.00011928071762667969,0.006764061748981476,3.125000148429535e-05
0.00023956150107551366,0.00976716447621584,0.00011232335964450613,0.006562363356351852,3.125000148429535e-05
0.00023638176207896322,0.009581360965967178,0.00010315974213881418,0.006141470279544592,3.125000148429535e-05
0.0002354366733925417,0.009677933529019356,0.00011532405915204436,0.006560088600963354,3.125000148429535e-05
0.00023410968424286693,0.009637298993766308,0.00011474816710688174,0.0067545585334300995,1.5625000742147677e-05
0.00023522527772001922,0.009650531224906445,0.00011112712672911584,0.0063630361109972,1.5625000742147677e-05
0.0002290009579155594,0.009527892805635929,0.00011730482947314158,0.007003601640462875,1.5625000742147677e-05
